Date,Open,High,Low,Close,Volume
2025-03-25,3010.95,3035.92,3007.54,3019.2,524555
2025-03-26,3019.11,3031.99,3012.32,3019.0,572220
2025-03-27,3018.44,3059.82,3017.55,3055.91,793244
2025-03-28,3056.12,3086.74,3054.06,3084.63,751428
2025-03-31,3086.47,3128.05,3076.71,3122.89,861291
2025-04-01,3122.81,3148.92,3100.75,3113.83,837898
2025-04-02,3113.28,3142.52,3104.23,3135.72,778355
2025-04-03,3138.81,3167.67,3054.05,3114.26,1355234
2025-04-04,3114.35,3136.55,3015.7,3037.86,1226700
2025-04-07,3021.37,3055.8,2956.05,2980.77,1719636
2025-04-08,2981.91,3022.69,2974.59,2982.79,989033
2025-04-09,2983.15,3099.65,2969.99,3082.67,1386677
2025-04-10,3082.87,3176.34,3071.23,3175.2,1128770
2025-04-11,3175.67,3245.35,3175.47,3236.91,1236670
2025-04-14,3226.9,3245.61,3193.25,3210.77,809306
2025-04-15,3211.19,3233.57,3209.99,3229.87,528615
2025-04-16,3230.66,3343.24,3229.82,3343.11,877330
2025-04-17,3342.36,3357.67,3283.82,3327.05,875852
2025-04-21,3332.54,3430.47,3328.85,3423.84,784575
2025-04-22,3423.87,3499.94,3366.73,3380.84,1233529
2025-04-23,3343.59,3386.51,3260.08,3288.13,1191678
2025-04-24,3288.08,3367.31,3288.03,3349.57,886526
2025-04-25,3350.55,3370.36,3264.96,3318.87,885433
2025-04-28,3324.7,3352.94,3267.97,3343.69,784001
2025-04-29,3344.59,3348.51,3299.63,3316.95,681621
2025-04-30,3313.33,3328.0,3266.8,3288.0,641539
2025-05-01,3288.72,3290.02,3201.93,3238.61,544858
2025-05-02,3239.25,3269.26,3222.77,3240.12,553007
2025-05-05,3238.79,3337.57,3237.35,3333.79,469203
2025-05-06,3335.08,3434.94,3323.17,3431.48,585318
2025-05-07,3435.21,3438.13,3360.13,3364.32,635553
2025-05-08,3365.47,3414.77,3288.73,3305.2,597611
2025-05-09,3304.23,3347.51,3274.68,3323.96,485328
2025-05-12,3287.39,3306.61,3207.72,3235.67,661892
2025-05-13,3236.27,3265.6,3215.89,3249.64,475612
2025-05-14,3249.69,3257.09,3167.52,3177.06,577015
2025-05-15,3176.95,3240.59,3120.68,3239.85,533966
2025-05-16,3240.18,3252.1,3154.24,3201.69,538796
2025-05-19,3218.59,3249.75,3206.32,3229.29,483063
2025-05-20,3230.09,3295.69,3204.56,3289.82,486740
2025-05-21,3290.09,3324.82,3285.36,3314.89,498605
2025-05-22,3315.07,3345.41,3279.26,3294.63,563241
2025-05-23,3294.5,3365.86,3287.05,3357.37,554530
2025-05-26,3356.03,3356.75,3323.49,3342.18,278763
2025-05-27,3342.72,3349.91,3284.49,3300.38,442129
2025-05-28,3300.88,3325.48,3276.5,3286.8,408505
2025-05-29,3286.86,3331.29,3245.43,3317.89,539454
2025-05-30,3318.68,3322.72,3271.47,3288.93,496062
2025-06-02,3298.76,3382.86,3295.75,3380.64,461738
2025-06-03,3383.51,3392.19,3333.08,3352.91,436080
2025-06-04,3353.93,3384.64,3343.67,3372.25,420245
2025-06-05,3373.34,3403.42,3339.43,3351.98,808095
2025-06-06,3353.55,3369.26,3353.0,3368.94,120857
