Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
321,7791,7795,2662.81,2658.8757142857144,2658.8757142857144,2684.958285714286,-1604.557937142814,341.6522228571429,-0.0018771984697153452,2024-09-27 13:00:00,2024-09-27 17:00:00,0 days 04:00:00,ob
-91,7840,7903,2662.23,2660.15,2675.8889285714286,2623.2355714285713,92.41268399999338,96.867316,0.0003814561476656959,2024-10-01 16:00:00,2024-10-04 10:00:00,2 days 18:00:00,ob
212,7908,7944,2639.8,2633.9178571428574,2633.9178571428574,2672.6471428571426,-1470.6199228571209,223.60563714285718,-0.0026278075720022184,2024-10-04 15:00:00,2024-10-08 05:00:00,3 days 14:00:00,ob
276,7950,7950,2634.0,2629.5476785714286,2629.5476785714286,2669.4930714285715,-1519.3885461428479,290.5478318571429,-0.0020899889765700723,2024-10-08 11:00:00,2024-10-08 11:00:00,0 days 00:00:00,sweep
146,8211,8213,2720.03,2716.59,2711.6789285714285,2757.689571428571,-660.989304000008,158.74930400000002,-0.001664438995158128,2024-10-23 19:00:00,2024-10-23 21:00:00,0 days 02:00:00,ob
142,8272,8300,2732.1,2757.821,2723.5975,2757.821,3496.4682436000003,155.9137564,0.009012487024633161,2024-10-28 10:00:00,2024-10-29 15:00:00,1 days 05:00:00,ob
204,8347,8348,2753.43,2734.6,2747.332321428571,2789.4429285714286,-4065.231623999985,223.91162400000002,-0.007237375201112718,2024-10-31 16:00:00,2024-10-31 17:00:00,0 days 01:00:00,ob
-341,8415,8415,2744.71,2748.3364285714283,2748.3364285714283,2725.3485714285716,-1611.237909285614,374.6257664285714,-0.0017215071381467214,2024-11-05 16:00:00,2024-11-05 16:00:00,0 days 00:00:00,sweep
-154,8595,8596,2564.87,2572.6001785714284,2572.6001785714284,2537.3780714285713,-1348.6815814999884,158.2340815,-0.0034144703658052916,2024-11-15 12:00:00,2024-11-15 13:00:00,0 days 01:00:00,ob
-98,8599,8609,2565.21,2577.301785714286,2577.301785714286,2537.4227142857144,-1285.7882310000118,100.793231,-0.005114703307498603,2024-11-15 16:00:00,2024-11-18 03:00:00,2 days 11:00:00,sweep
217,8665,8668,2625.09,2641.2712857142856,2619.743214285714,2641.2712857142856,3282.7789201999367,228.5600798,0.005762855161972664,2024-11-20 13:00:00,2024-11-20 16:00:00,0 days 03:00:00,sweep
166,8793,8794,2633.09,2625.91625,2625.91625,2720.7725,-1365.441507499988,174.59900750000003,-0.0031239157225920423,2024-11-28 03:00:00,2024-11-28 04:00:00,0 days 01:00:00,ob
205,8889,8893,2641.05,2635.464107142857,2635.464107142857,2665.891642857143,-1361.445114107241,216.33707839285714,-0.0025146042969924525,2024-12-04 11:00:00,2024-12-04 15:00:00,0 days 04:00:00,sweep
101,8911,8918,2646.53,2635.025,2635.025,2665.868,-1268.6924110000111,106.68741100000003,-0.004746332367288495,2024-12-05 10:00:00,2024-12-05 17:00:00,0 days 07:00:00,ob
-152,8948,8952,2647.52,2646.11,2655.124107142857,2613.037642857143,53.39364799997787,160.926352,0.00013268039523777652,2024-12-09 01:00:00,2024-12-09 05:00:00,0 days 04:00:00,ob
203,9031,9032,2697.55,2691.860714285714,2691.860714285714,2725.462285714286,-1373.7350750000871,218.810075,-0.0025086348194262977,2024-12-12 15:00:00,2024-12-12 16:00:00,0 days 01:00:00,ob
175,9051,9052,2665.57,2666.66,2659.0473214285716,2725.2569285714285,4.121949999945883,186.62805,8.836383962842283e-06,2024-12-13 12:00:00,2024-12-13 13:00:00,0 days 01:00:00,ob
-168,9118,9126,2649.04,2633.4380714285717,2655.8201785714286,2633.4380714285717,2443.6327367999525,177.4912632,0.0054908317568411955,2024-12-18 10:00:00,2024-12-18 18:00:00,0 days 08:00:00,ob
-129,9141,9143,2616.56,2625.5305357142856,2625.5305357142856,2584.080214285714,-1292.4450429642825,135.2459358214286,-0.003829055638482817,2024-12-19 10:00:00,2024-12-19 12:00:00,0 days 02:00:00,sweep
-153,9223,9225,2625.98,2627.62,2633.527321428571,2583.4909285714284,-411.68015999998056,160.76016,-0.001024653653112213,2024-12-26 03:00:00,2024-12-26 05:00:00,0 days 02:00:00,ob
274,9259,9260,2617.92,2615.65,2613.729464285714,2632.8397857142854,-908.7796359999951,286.7996360000001,-0.0012669271788289993,2024-12-27 16:00:00,2024-12-27 17:00:00,0 days 01:00:00,ob
226,9367,9374,2625.29,2620.2501785714285,2620.2501785714285,2664.6580714285715,-1376.0980589285844,237.09841607142857,-0.0023193359454710557,2025-01-06 09:00:00,2025-01-06 16:00:00,0 days 07:00:00,ob
58,9375,9394,2631.53,2664.2315,2612.15375,2664.2315,1835.2561665999808,61.430833400000004,0.012024315778273443,2025-01-06 17:00:00,2025-01-07 15:00:00,0 days 22:00:00,sweep
217,9463,9464,2666.74,2682.41,2661.471607142857,2678.3126428571427,3168.2368900000156,232.15311,0.0054749131898873,2025-01-10 15:00:00,2025-01-10 16:00:00,0 days 01:00:00,ob
173,9483,9485,2678.68,2671.8878571428572,2671.8878571428572,2697.413142857143,-1360.170362142814,185.12964785714286,-0.0029351234296635044,2025-01-13 12:00:00,2025-01-13 14:00:00,0 days 02:00:00,ob
163,9666,9667,2751.47,2744.1925,2744.1925,2763.0229999999997,-1365.3910974999496,179.1585975,-0.0030444208005173754,2025-01-23 13:00:00,2025-01-23 14:00:00,0 days 01:00:00,sweep
158,9669,9680,2741.72,2762.8999285714285,2734.2048214285714,2762.8999285714285,3172.4827245428805,173.94598974285714,0.0073235066256636,2025-01-23 16:00:00,2025-01-24 04:00:00,0 days 12:00:00,sweep
256,9703,9708,2754.64,2750.0296428571432,2750.0296428571432,2777.7998571428575,-1462.0905142855827,281.8390857142857,-0.0020733348355603393,2025-01-27 04:00:00,2025-01-27 09:00:00,0 days 05:00:00,ob
100,9715,9717,2745.79,2734.1680357142855,2734.1680357142855,2785.3752142857143,-1271.795589285737,109.59916071428572,-0.004631802101711065,2025-01-27 16:00:00,2025-01-27 18:00:00,0 days 02:00:00,ob
-143,9743,9778,2764.94,2772.999642857143,2772.999642857143,2730.927857142857,-1310.9140023571617,158.38507378571433,-0.0033155261183658922,2025-01-28 21:00:00,2025-01-30 10:00:00,1 days 13:00:00,ob
-113,9824,9828,2794.34,2804.38375,2804.38375,2735.7235,-1261.4749067499795,126.53115675000001,-0.003995038094863033,2025-02-03 10:00:00,2025-02-03 14:00:00,0 days 04:00:00,ob
161,9847,9852,2812.87,2829.8052142857146,2805.7030357142858,2829.8052142857146,2544.875358100061,181.69414190000003,0.005619413354636913,2025-02-04 10:00:00,2025-02-04 15:00:00,0 days 05:00:00,sweep
103,9893,9900,2849.01,2837.8073214285714,2837.8073214285714,2876.4249285714286,-1271.0243296785954,117.14843682142859,-0.004331343882862691,2025-02-06 10:00:00,2025-02-06 17:00:00,0 days 07:00:00,ob
61,9901,9923,2850.82,2881.6106428571425,2831.901607142857,2881.6106428571425,1808.2935604428233,69.93565384285714,0.010398466661722299,2025-02-06 18:00:00,2025-02-07 17:00:00,0 days 23:00:00,sweep
167,9963,9966,2906.68,2899.7428571428572,2899.7428571428572,2941.4731428571426,-1352.437380571384,193.93452342857142,-0.0027861434449512976,2025-02-11 11:00:00,2025-02-11 14:00:00,0 days 03:00:00,ob
158,9987,9990,2880.11,2872.8812500000004,2872.8812500000004,2941.3205,-1323.9370234999626,181.79452350000003,-0.0029093847978028118,2025-02-12 12:00:00,2025-02-12 15:00:00,0 days 03:00:00,ob
48,9991,10099,2884.97,2941.724714285714,2861.401785714286,2941.724714285714,2668.290016457142,55.936269257142854,0.019268614697157058,2025-02-12 16:00:00,2025-02-19 11:00:00,6 days 19:00:00,sweep
508,10190,10194,2931.61,2929.2648214285714,2929.2648214285714,2955.5299285714286,-1786.815596142939,595.4648818571429,-0.0011998026803409453,2025-02-25 10:00:00,2025-02-25 14:00:00,0 days 04:00:00,sweep
-173,10273,10274,2860.63,2870.81,,2833.5507142857145,-1959.4478239999717,198.307824,-0.00395936839087882,2025-03-03 01:00:00,2025-03-03 02:00:00,0 days 01:00:00,ob
-155,10285,10288,2874.91,2882.1426785714284,2882.1426785714284,2833.3590714285715,-1299.5338116071396,178.46863303571428,-0.002916296199582907,2025-03-03 13:00:00,2025-03-03 16:00:00,0 days 03:00:00,ob
-86,10289,10293,2880.86,2889.88,2893.7591071428574,2833.257642857143,-874.9767279999985,99.25672800000001,-0.003531635692119759,2025-03-03 17:00:00,2025-03-03 21:00:00,0 days 04:00:00,ob
-210,10358,10379,2919.76,2925.0055357142855,2925.0055357142855,2833.3962142857144,-1347.0426524999182,245.48015250000003,-0.0021969233161041853,2025-03-06 17:00:00,2025-03-07 15:00:00,0 days 22:00:00,ob
-75,10380,10380,2913.71,2928.1533928571425,2928.1533928571425,2859.5333571428573,-1170.8824151785445,87.62795089285714,-0.0053580368450236344,2025-03-07 16:00:00,2025-03-07 16:00:00,0 days 00:00:00,sweep
-149,10405,10407,2909.25,2885.0299285714286,2916.469821428572,2885.0299285714286,3436.121100985706,172.66954187142858,0.00792685930836374,2025-03-10 17:00:00,2025-03-10 19:00:00,0 days 02:00:00,ob
-92,10446,10451,2914.72,2926.7251785714284,2926.7251785714284,2880.766071428571,-1211.9590198571443,107.48259128571429,-0.00451963399816882,2025-03-12 12:00:00,2025-03-12 17:00:00,0 days 05:00:00,sweep
167,10584,10602,3034.15,3027.5691071428573,3027.5691071428573,3056.6336428571426,-1301.4705253214142,202.46141817857142,-0.0025685073838048436,2025-03-20 12:00:00,2025-03-21 07:00:00,0 days 19:00:00,ob
245,10611,10612,3002.76,3015.5,2998.3364285714283,3056.868571428571,2826.4052599999463,294.89474,0.003841914771743324,2025-03-21 16:00:00,2025-03-21 17:00:00,0 days 01:00:00,ob
-138,10628,10629,3022.32,3030.3796428571427,3030.3796428571427,2999.9998571428573,-1279.285224428527,167.05451014285717,-0.003067240658075327,2025-03-24 10:00:00,2025-03-24 11:00:00,0 days 01:00:00,sweep
-106,10630,10698,3028.87,3039.175892857143,3039.175892857143,3000.024357142857,-1221.0672157857439,128.64257292857144,-0.0038032342212490074,2025-03-24 12:00:00,2025-03-27 11:00:00,2 days 23:00:00,ob
129,10772,10773,3126.35,3117.926428571429,3117.926428571429,3148.0865714285715,-1247.7430461428012,161.10233185714287,-0.0030938400096871066,2025-04-01 17:00:00,2025-04-01 18:00:00,0 days 01:00:00,ob
72,10814,10816,3089.67,3074.804642857143,3074.804642857143,3147.909857142857,-1159.0741491428607,88.76843485714286,-0.005210346759177728,2025-04-03 13:00:00,2025-04-03 15:00:00,0 days 02:00:00,ob
-124,10838,10841,3126.01,3055.0839285714287,3134.5648214285716,3055.0839285714287,8641.541727714295,153.29112942857145,0.02229354757113937,2025-04-04 14:00:00,2025-04-04 17:00:00,0 days 03:00:00,ob
-82,10858,10866,3033.8,2972.9095714285713,3047.6789285714285,2972.9095714285713,4894.505105885738,98.51003697142858,0.019674693999981258,2025-04-07 11:00:00,2025-04-07 19:00:00,0 days 08:00:00,ob
-77,10902,10903,3024.05,3039.618392857143,3039.618392857143,2957.3373571428574,-1292.1467432500074,93.38049325,-0.005549222577574515,2025-04-09 09:00:00,2025-04-09 10:00:00,0 days 01:00:00,ob
65,11092,11093,3430.47,3412.418392857143,3412.418392857143,3497.931357142857,-1262.3120133928437,88.95754910714285,-0.005661085746684334,2025-04-22 15:00:00,2025-04-22 16:00:00,0 days 01:00:00,ob
92,11107,11108,3320.85,3308.1296428571427,3308.1296428571427,3497.4758571428574,-1292.2460825714347,121.97322542857142,-0.004229686095857593,2025-04-23 08:00:00,2025-04-23 09:00:00,0 days 01:00:00,ob
69,11153,11158,3295.74,3292.07,3279.1028571428574,3498.021142857143,-344.14177799997367,90.911778,-0.0015133360034467727,2025-04-25 08:00:00,2025-04-25 13:00:00,0 days 05:00:00,ob
-73,11185,11186,3316.31,3331.980892857143,3331.980892857143,3261.7763571428573,-1241.0402256071472,97.06504703571429,-0.005126345557476379,2025-04-28 17:00:00,2025-04-28 18:00:00,0 days 01:00:00,ob
65,11206,11225,3301.4,3283.762142857143,3283.762142857143,3385.2588571428573,-1232.0678221428627,85.60710785714286,-0.005741470155518423,2025-04-29 15:00:00,2025-04-30 11:00:00,0 days 20:00:00,ob
-79,11231,11240,3309.05,3266.4085714285716,3323.381428571429,3266.4085714285716,3264.780611714288,103.89224542857144,0.012488882566640887,2025-04-30 17:00:00,2025-05-01 03:00:00,0 days 10:00:00,sweep
-108,11295,11296,3307.13,3317.8655357142857,3317.8655357142857,3222.694214285714,-1302.537760714269,143.09990357142857,-0.003646828162614801,2025-05-05 12:00:00,2025-05-05 13:00:00,0 days 01:00:00,ob
-99,11482,11483,3180.21,3191.8625,3191.8625,3122.2889999999998,-1279.7645355000145,126.1670355,-0.004064799022706138,2025-05-15 15:00:00,2025-05-15 16:00:00,0 days 01:00:00,ob
-95,11484,11484,3192.23,3204.230535714286,3204.230535714286,3122.4042142857143,-1261.5836430357308,121.53275017857143,-0.004160047309068768,2025-05-15 17:00:00,2025-05-15 17:00:00,0 days 00:00:00,sweep
65,11601,11619,3294.84,3343.821857142857,3277.489642857143,3343.821857142857,3097.5181101428366,86.30260414285715,0.014463259148070296,2025-05-22 19:00:00,2025-05-23 14:00:00,0 days 19:00:00,sweep
107,11639,11657,3331.85,3321.09125,3321.09125,3364.9405,-1293.559192749996,142.37294275,-0.0036284161201734946,2025-05-26 11:00:00,2025-05-27 08:00:00,0 days 21:00:00,ob
69,11659,11662,3305.31,3296.16,3288.8064285714286,3365.0025714285716,-722.4502860000063,91.100286,-0.0031677192154442365,2025-05-27 10:00:00,2025-05-27 13:00:00,0 days 03:00:00,ob
82,11828,11829,3362.77,3344.64,,3391.4705,-1596.661524000009,110.001524,-0.005790310369130246,2025-06-05 18:00:00,2025-06-05 19:00:00,0 days 01:00:00,ob
