Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
44,6416,6464,2372.15,2351.0819642857145,2351.0819642857145,2414.3160714285705,-968.5580127142782,41.564441285714295,-0.009279633289270313,2024-07-05 16:00:00,2024-07-09 18:00:00,4 days 02:00:00,sweep
65,6465,6507,2362.09,2390.799642857143,2347.7351785714286,2390.799642857143,1804.3392203571573,61.78756535714287,0.011751908237438819,2024-07-09 19:00:00,2024-07-11 15:00:00,1 days 20:00:00,sweep
225,6787,6790,2375.21,2383.6667857142857,2370.9816071428572,2383.6667857142857,1688.6273303571206,214.14945535714287,0.003159724974693871,2024-07-29 19:00:00,2024-07-29 22:00:00,0 days 03:00:00,ob
-145,6966,6969,2410.2,2414.0,2416.848214285714,2396.903571428571,-690.9018000000264,139.9018,-0.001976947971122764,2024-08-08 14:00:00,2024-08-08 17:00:00,0 days 03:00:00,ob
-143,7104,7105,2470.4,2477.1219642857145,2477.1219642857145,2456.9560714285712,-1102.7400210357337,141.49912817857142,-0.003121546582970896,2024-08-16 14:00:00,2024-08-16 15:00:00,0 days 01:00:00,ob
49,7126,7199,2494.94,2475.8608928571425,2475.8608928571425,2533.098214285715,-983.5900987500194,48.71384875,-0.008045591205170875,2024-08-19 13:00:00,2024-08-22 17:00:00,3 days 04:00:00,ob
-95,7216,7222,2495.19,2505.039107142857,2505.039107142857,2475.491785714286,-1030.6695316071355,95.0043530357143,-0.004348026789256726,2024-08-23 11:00:00,2024-08-23 17:00:00,0 days 06:00:00,ob
-91,7223,7238,2509.07,2519.2089285714287,2519.2089285714287,2488.7621428571424,-1014.1571764999981,91.51467650000001,-0.004441719185651632,2024-08-23 18:00:00,2024-08-26 10:00:00,2 days 16:00:00,sweep
319,7245,7246,2510.75,2516.83,2507.867142857143,2516.5157142857142,1618.7603959999767,320.759604,0.002021102857711704,2024-08-26 17:00:00,2024-08-26 18:00:00,0 days 01:00:00,ob
-182,7261,7262,2516.75,2504.82,2521.883928571429,2506.482142857142,1988.4748519999703,182.78514800000002,0.004341188437468904,2024-08-27 10:00:00,2024-08-27 11:00:00,0 days 01:00:00,ob
-157,7267,7269,2512.63,2518.7135714285714,2518.7135714285714,2500.4628571428575,-1113.104902428552,157.98418814285716,-0.0028216809251090523,2024-08-27 16:00:00,2024-08-27 18:00:00,0 days 02:00:00,ob
-96,7270,7272,2512.04,2521.8664285714285,2521.8664285714285,2492.387142857143,-1039.9881462857122,96.65100342857144,-0.00431251487123715,2024-08-27 19:00:00,2024-08-27 21:00:00,0 days 02:00:00,sweep
-194,7290,7293,2507.75,2498.131428571428,2512.559285714286,2498.131428571428,1671.7746577144098,194.22819942857143,0.003436305510061965,2024-08-28 16:00:00,2024-08-28 19:00:00,0 days 03:00:00,ob
-79,7313,7314,2509.08,2521.135357142857,2521.135357142857,2484.999285714286,-1031.8506169285797,79.47740264285714,-0.005205653153461006,2024-08-29 16:00:00,2024-08-29 17:00:00,0 days 01:00:00,sweep
-206,7316,7317,2522.5,2527.0480357142856,2527.0480357142856,2513.373928571428,-1144.936736214254,208.0413790714286,-0.002203347996601927,2024-08-29 19:00:00,2024-08-29 20:00:00,0 days 01:00:00,sweep
-233,7354,7355,2501.84,2506.16,,2493.862857142858,-1239.9327999999323,233.3728,-0.002127074473187631,2024-09-02 11:00:00,2024-09-02 12:00:00,0 days 01:00:00,ob
-103,7356,7380,2498.9,2481.2464285714273,2507.771785714286,2481.2464285714273,1715.7268407144302,102.59101642857141,0.006665949875088473,2024-09-02 13:00:00,2024-09-03 16:00:00,1 days 03:00:00,sweep
-123,7418,7421,2500.49,2508.056607142857,2508.056607142857,2485.3567857142853,-1053.902925107158,123.21024653571428,-0.003426654961341925,2024-09-05 08:00:00,2024-09-05 11:00:00,0 days 03:00:00,ob
-96,7422,7423,2516.2,2515.4,2525.7560714285714,2497.0878571428566,-19.80672000002619,96.60672,-8.199666163275437e-05,2024-09-05 12:00:00,2024-09-05 13:00:00,0 days 01:00:00,ob
378,7452,7453,2494.97,2488.91,,2499.8642857142854,-2667.4613279999794,376.78132800000003,-0.0028284011430999446,2024-09-06 19:00:00,2024-09-06 20:00:00,0 days 01:00:00,ob
228,7517,7518,2519.03,2508.07,,2526.8864285714294,-2728.1157600000083,229.23576000000003,-0.004750010916900584,2024-09-11 15:00:00,2024-09-11 16:00:00,0 days 01:00:00,ob
197,7519,7521,2507.05,2515.869642857143,2502.640178571429,2515.869642857143,1539.566608928551,197.90303392857146,0.0031172329744406815,2024-09-11 17:00:00,2024-09-11 19:00:00,0 days 02:00:00,ob
278,7584,7587,2580.31,2586.668928571428,2577.130535714286,2586.668928571428,1480.4981144283836,287.2840284285714,0.002063912005035758,2024-09-16 13:00:00,2024-09-16 16:00:00,0 days 03:00:00,ob
-104,7631,7638,2579.27,2587.9076785714287,2587.9076785714287,2561.9946428571425,-1005.7958671428757,107.47729571428573,-0.0037495547605108583,2024-09-18 14:00:00,2024-09-18 21:00:00,0 days 07:00:00,ob
267,7696,7697,2620.3,2615.05,,2626.9739285714286,-1681.31769,279.56769,-0.002403186658016235,2024-09-23 10:00:00,2024-09-23 11:00:00,0 days 01:00:00,ob
261,7698,7699,2616.74,2623.4342857142847,2613.3928571428573,2623.4342857142847,1473.67147371407,273.53709771428566,0.002157742403579374,2024-09-23 12:00:00,2024-09-23 13:00:00,0 days 01:00:00,sweep
-65,7840,7903,2662.23,2660.15,2675.8889285714286,2634.912142857143,66.00905999999526,69.19094000000001,0.0003814561476656959,2024-10-01 16:00:00,2024-10-04 10:00:00,2 days 18:00:00,ob
151,7908,7909,2639.8,2651.5642857142857,2633.9178571428574,2651.5642857142857,1616.60794142854,159.79920142857145,0.004055615144004437,2024-10-04 15:00:00,2024-10-04 16:00:00,0 days 01:00:00,ob
65,7911,7912,2658.43,2644.515357142857,2644.515357142857,2686.1692857142866,-973.3900753571527,68.93828964285714,-0.005633111245574083,2024-10-04 18:00:00,2024-10-04 19:00:00,0 days 01:00:00,sweep
78,7927,7931,2652.13,2640.679642857143,2640.679642857143,2674.820714285714,-975.6956875714353,82.56783042857144,-0.0047165557764621965,2024-10-07 11:00:00,2024-10-07 15:00:00,0 days 04:00:00,sweep
227,7932,7932,2639.86,2647.873214285715,2636.1983928571426,2647.873214285715,1578.936554928755,240.06308792857146,0.002634862319538903,2024-10-07 16:00:00,2024-10-07 16:00:00,0 days 00:00:00,sweep
202,7950,7950,2634.0,2629.5476785714286,2629.5476785714286,2642.9346428571434,-1112.0162547857076,212.64732621428573,-0.002089988976570072,2024-10-08 11:00:00,2024-10-08 11:00:00,0 days 00:00:00,sweep
106,8211,8213,2720.03,2716.59,2711.6789285714285,2736.7321428571436,-479.8963440000058,115.25634400000001,-0.001664438995158128,2024-10-23 19:00:00,2024-10-23 21:00:00,0 days 02:00:00,ob
104,8272,8288,2732.1,2749.105,2723.5975,2749.105,1654.5109360000113,114.009064,0.005822905091321782,2024-10-28 10:00:00,2024-10-29 03:00:00,0 days 17:00:00,ob
148,8347,8348,2753.43,2734.6,2747.332321428571,2765.6253571428574,-2949.285687999989,162.445688,-0.007237375201112718,2024-10-31 16:00:00,2024-10-31 17:00:00,0 days 01:00:00,ob
-247,8415,8415,2744.71,2748.3364285714283,2748.3364285714283,2737.727142857144,-1167.084350714213,271.3564935714286,-0.0017215071381467217,2024-11-05 16:00:00,2024-11-05 16:00:00,0 days 00:00:00,sweep
-111,8595,8596,2564.87,2572.6001785714284,2572.6001785714284,2549.409642857143,-972.1016593928488,114.05183796428571,-0.0034144703658052916,2024-11-15 12:00:00,2024-11-15 13:00:00,0 days 01:00:00,ob
-71,8599,8609,2565.21,2577.301785714286,2577.301785714286,2541.3564285714288,-931.540453071437,73.02366735714287,-0.005114703307498603,2024-11-15 16:00:00,2024-11-18 03:00:00,2 days 11:00:00,sweep
157,8665,8667,2625.09,2635.783571428572,2619.743214285714,2635.783571428572,1513.699284142929,165.19143014285717,0.003672787109884245,2024-11-20 13:00:00,2024-11-20 15:00:00,0 days 02:00:00,sweep
209,8726,8727,2670.0,2665.9026785714286,2665.9026785714286,2678.1946428571428,-1079.3809105357034,223.04073196428573,-0.0019342703986088801,2024-11-25 05:00:00,2024-11-25 06:00:00,0 days 01:00:00,ob
118,8793,8794,2633.09,2625.91625,2625.91625,2647.4375,-970.6150474999914,124.11254750000002,-0.0031239157225920423,2024-11-28 03:00:00,2024-11-28 04:00:00,0 days 01:00:00,ob
145,8889,8893,2641.05,2635.464107142857,2635.464107142857,2652.7617857142864,-962.9733733929265,153.01890910714286,-0.0025146042969924525,2024-12-04 11:00:00,2024-12-04 15:00:00,0 days 04:00:00,sweep
46,8894,8920,2648.48,2630.7580357142856,2630.7580357142856,2683.863928571429,-863.7793470714348,48.568989928571426,-0.007090033488211112,2024-12-04 16:00:00,2024-12-05 19:00:00,1 days 03:00:00,sweep
-107,8948,8949,2647.52,2632.3117857142856,2655.124107142857,2632.3117857142856,1514.2905283571495,112.98840021428572,0.005345473472748599,2024-12-09 01:00:00,2024-12-09 02:00:00,0 days 01:00:00,ob
146,9031,9032,2697.55,2691.860714285714,2691.860714285714,2708.9285714285725,-988.0065071429198,157.37079285714287,-0.0025086348194262977,2024-12-12 15:00:00,2024-12-12 16:00:00,0 days 01:00:00,ob
126,9051,9052,2665.57,2666.66,2659.0473214285716,2678.615357142857,2.967803999961035,134.372196,8.836383962842283e-06,2024-12-13 12:00:00,2024-12-13 13:00:00,0 days 01:00:00,ob
-121,9118,9125,2649.04,2635.4796428571426,2655.8201785714286,2635.4796428571426,1512.9178389285971,127.88537535714286,0.004719994116467086,2024-12-18 10:00:00,2024-12-18 17:00:00,0 days 07:00:00,ob
-93,9141,9143,2616.56,2625.5305357142856,2625.5305357142856,2598.4389285714287,-931.7627053928547,97.50288396428572,-0.003829055638482817,2024-12-19 10:00:00,2024-12-19 12:00:00,0 days 02:00:00,sweep
-110,9223,9225,2625.98,2627.62,2633.527321428571,2610.8853571428576,-295.979199999986,115.57920000000001,-0.001024653653112213,2024-12-26 03:00:00,2024-12-26 05:00:00,0 days 02:00:00,ob
197,9259,9260,2617.92,2615.65,2613.729464285714,2626.301071428572,-653.3926579999965,206.20265800000004,-0.0012669271788289993,2024-12-27 16:00:00,2024-12-27 17:00:00,0 days 01:00:00,ob
162,9367,9369,2625.29,2635.369642857143,2620.2501785714285,2635.369642857143,1462.45677042859,170.44537242857143,0.0034386718909421112,2025-01-06 09:00:00,2025-01-06 11:00:00,0 days 02:00:00,ob
123,9484,9485,2678.68,2671.925,2671.925,2692.189999999999,-962.4898829999574,131.624883,-0.0029212600982572606,2025-01-13 13:00:00,2025-01-13 14:00:00,0 days 01:00:00,ob
138,9487,9488,2666.74,2671.67,2660.77125,2678.6775,532.9998840000401,147.34011600000002,0.0014483294209409717,2025-01-13 16:00:00,2025-01-13 17:00:00,0 days 01:00:00,ob
116,9666,9667,2751.47,2744.1925,2744.1925,2765.635,-971.6893699999641,127.49937,-0.0030444208005173754,2025-01-23 13:00:00,2025-01-23 14:00:00,0 days 01:00:00,sweep
113,9669,9671,2741.72,2755.970357142857,2734.2048214285714,2755.970357142857,1486.0425550714588,124.24780207142857,0.004796558026140172,2025-01-23 16:00:00,2025-01-23 18:00:00,0 days 02:00:00,sweep
181,9703,9708,2754.64,2750.0296428571432,2750.0296428571432,2763.860714285713,-1033.7436839284783,199.2690410714286,-0.0020733348355603393,2025-01-27 04:00:00,2025-01-27 09:00:00,0 days 05:00:00,ob
71,9715,9717,2745.79,2734.1680357142855,2734.1680357142855,2769.033928571429,-902.9748683928732,77.81540410714285,-0.004631802101711065,2025-01-27 16:00:00,2025-01-27 18:00:00,0 days 02:00:00,ob
-101,9743,9762,2764.94,2748.820714285714,2772.999642857143,2748.820714285714,1516.6698907143125,111.37796642857143,0.005431052236731673,2025-01-28 21:00:00,2025-01-29 17:00:00,0 days 20:00:00,ob
-292,9778,9779,2770.42,2776.5,,2764.7200000000003,-2099.300127999979,323.940128,-0.002595052013774104,2025-01-30 10:00:00,2025-01-30 11:00:00,0 days 01:00:00,ob
-80,9824,9828,2794.34,2804.38375,2804.38375,2774.2525000000005,-893.0795799999855,89.57958000000002,-0.003995038094863033,2025-02-03 10:00:00,2025-02-03 14:00:00,0 days 04:00:00,ob
114,9847,9852,2812.87,2826.753928571428,2805.7030357142858,2826.753928571428,1454.184431571362,128.58342557142856,0.0045348714251685655,2025-02-04 10:00:00,2025-02-04 15:00:00,0 days 05:00:00,sweep
72,9893,9900,2849.01,2837.8073214285714,2837.8073214285714,2871.415357142858,-888.4830265714454,81.89016942857144,-0.004331343882862691,2025-02-06 10:00:00,2025-02-06 17:00:00,0 days 07:00:00,ob
43,9901,9937,2850.82,2887.876785714286,2831.901607142857,2887.876785714286,1544.0889933571543,49.35279235714287,0.01259604126431796,2025-02-06 18:00:00,2025-02-10 08:00:00,3 days 14:00:00,sweep
118,9963,9966,2906.68,2899.7428571428572,2899.7428571428572,2920.554285714285,-955.6144365713969,137.03157942857143,-0.0027861434449512976,2025-02-11 11:00:00,2025-02-11 14:00:00,0 days 03:00:00,ob
112,9987,9990,2880.11,2872.8812500000004,2872.8812500000004,2894.5674999999997,-938.4870039999735,128.867004,-0.0029093847978028118,2025-02-12 12:00:00,2025-02-12 15:00:00,0 days 03:00:00,ob
34,9991,10022,2884.97,2931.4464285714284,2861.401785714286,2931.4464285714284,1540.646939714288,39.55163171428571,0.015706626164471174,2025-02-12 16:00:00,2025-02-14 01:00:00,1 days 09:00:00,sweep
84,10038,10039,2920.58,2901.97,,2940.253571428572,-1661.0588400000106,97.81884,-0.006770747591231902,2025-02-14 17:00:00,2025-02-14 18:00:00,0 days 01:00:00,ob
32,10040,10086,2885.64,2934.7264285714286,2861.0967857142855,2934.7264285714286,1533.5153691428634,37.25034514285714,0.01660718429385317,2025-02-14 19:00:00,2025-02-18 21:00:00,4 days 02:00:00,ob
358,10190,10190,2931.61,2936.1203571428578,2929.2648214285714,2936.1203571428578,1194.5783635716025,420.1294935714286,0.0011382179319311737,2025-02-25 10:00:00,2025-02-25 10:00:00,0 days 00:00:00,sweep
63,10196,10197,2937.33,2924.232857142857,2924.232857142857,2963.734285714286,-898.9756920000026,73.855692,-0.0048579680963908006,2025-02-25 16:00:00,2025-02-25 17:00:00,0 days 01:00:00,sweep
-124,10273,10274,2860.63,2870.81,,2847.426428571429,-1404.4597119999796,142.139712,-0.00395936839087882,2025-03-03 01:00:00,2025-03-03 02:00:00,0 days 01:00:00,ob
-111,10285,10288,2874.91,2882.1426785714284,2882.1426785714284,2860.4446428571428,-930.6338908928549,127.80656946428573,-0.002916296199582907,2025-03-03 13:00:00,2025-03-03 16:00:00,0 days 03:00:00,ob
-61,10289,10293,2880.86,2889.88,2893.7591071428574,2855.0617857142856,-620.6230279999988,70.403028,-0.0035316356921197586,2025-03-03 17:00:00,2025-03-03 21:00:00,0 days 04:00:00,ob
-151,10358,10363,2919.76,2909.2689285714296,2925.0055357142855,2909.2689285714296,1408.1151120713107,176.03667364285718,0.0031938466322082595,2025-03-06 17:00:00,2025-03-06 22:00:00,0 days 05:00:00,ob
-368,10375,10376,2922.36,2918.005,2924.5675,2918.005,1172.7891360000067,429.850864,0.0010905319673140436,2025-03-07 11:00:00,2025-03-07 12:00:00,0 days 01:00:00,sweep
-56,10380,10380,2913.71,2928.1533928571425,2928.1533928571425,2884.883214285715,-874.2588699999799,65.42886999999999,-0.0053580368450236344,2025-03-07 16:00:00,2025-03-07 16:00:00,0 days 00:00:00,sweep
-112,10405,10407,2909.25,2894.8103571428564,2916.469821428572,2894.8103571428564,1487.229048000078,130.01095199999997,0.004564348469782562,2025-03-10 17:00:00,2025-03-10 19:00:00,0 days 02:00:00,ob
-68,10446,10451,2914.72,2926.7251785714284,2926.7251785714284,2890.7396428571433,-895.7957972857154,79.44365442857142,-0.00451963399816882,2025-03-12 12:00:00,2025-03-12 17:00:00,0 days 05:00:00,sweep
123,10584,10597,3034.15,3047.3117857142856,3027.5691071428573,3047.3117857142856,1469.2956829285504,149.60395992857144,0.003937014767609688,2025-03-20 12:00:00,2025-03-21 02:00:00,0 days 14:00:00,ob
187,10611,10612,3002.76,3015.5,2998.3364285714283,3011.607142857144,2157.2970759999594,225.082924,0.003841914771743324,2025-03-21 16:00:00,2025-03-21 17:00:00,0 days 01:00:00,ob
-105,10628,10629,3022.32,3030.3796428571427,3030.3796428571427,3006.1707142857144,-973.3691924999662,127.10669250000001,-0.003067240658075327,2025-03-24 10:00:00,2025-03-24 11:00:00,0 days 01:00:00,sweep
-81,10630,10634,3028.87,3008.2582142857136,3039.175892857143,3008.2582142857136,1571.7531657857594,97.80147707142856,0.006406468442498014,2025-03-24 12:00:00,2025-03-24 16:00:00,0 days 04:00:00,ob
-77,10652,10657,3023.4,3034.445892857143,3034.445892857143,3001.3082142857143,-943.8245767500046,93.29082675000001,-0.004054197934680969,2025-03-25 11:00:00,2025-03-25 16:00:00,0 days 05:00:00,ob
-67,10658,10693,3025.0,3037.555892857143,3037.555892857143,2999.9482142857137,-922.4830703928758,81.23824896428573,-0.004551538524203241,2025-03-25 17:00:00,2025-03-27 06:00:00,1 days 13:00:00,sweep
99,10772,10773,3126.35,3117.926428571429,3117.926428571429,3143.197142857142,-957.5702447142428,123.63667328571428,-0.0030938400096871066,2025-04-01 17:00:00,2025-04-01 18:00:00,0 days 01:00:00,ob
55,10814,10816,3089.67,3074.804642857143,3074.804642857143,3119.4007142857145,-885.4038639285741,67.80922107142857,-0.005210346759177728,2025-04-03 13:00:00,2025-04-03 15:00:00,0 days 02:00:00,ob
-95,10838,10839,3126.01,3108.9003571428575,3134.5648214285716,3108.9003571428575,1506.952774642844,118.46329678571429,0.005074411401663522,2025-04-04 14:00:00,2025-04-04 15:00:00,0 days 01:00:00,ob
-18,10840,10849,3071.1,2981.476785714285,3115.8816071428573,2981.476785714285,1591.4285807142944,21.789276428571426,0.028788609595445217,2025-04-04 16:00:00,2025-04-07 02:00:00,2 days 10:00:00,sweep
-61,10858,10863,3033.8,3006.0421428571435,3047.6789285714285,3006.0421428571435,1619.5432115713993,73.68607414285717,0.008751364201425688,2025-04-07 11:00:00,2025-04-07 16:00:00,0 days 05:00:00,ob
48,11092,11093,3430.47,3412.418392857143,3412.418392857143,3466.5732142857137,-932.1688714285616,65.69172857142857,-0.005661085746684334,2025-04-22 15:00:00,2025-04-22 16:00:00,0 days 01:00:00,ob
67,11107,11108,3320.85,3308.1296428571427,3308.1296428571427,3346.2907142857143,-941.0922557857189,88.82832721428571,-0.004229686095857593,2025-04-23 08:00:00,2025-04-23 09:00:00,0 days 01:00:00,ob
51,11153,11158,3295.74,3292.07,3279.1028571428574,3329.0142857142846,-254.36566199998052,67.195662,-0.0015133360034467727,2025-04-25 08:00:00,2025-04-25 13:00:00,0 days 05:00:00,ob
-53,11185,11186,3316.31,3331.980892857143,3331.980892857143,3284.968214285714,-901.0292048928603,70.47188346428572,-0.005126345557476379,2025-04-28 17:00:00,2025-04-28 18:00:00,0 days 01:00:00,ob
47,11206,11225,3301.4,3283.762142857143,3283.762142857143,3336.6757142857145,-890.8798098571469,61.90052414285715,-0.005741470155518423,2025-04-29 15:00:00,2025-04-30 11:00:00,0 days 20:00:00,ob
-57,11231,11238,3309.05,3280.327142857143,3323.381428571429,3280.327142857143,1562.0839577142926,75.11889942857144,0.008281827628559798,2025-04-30 17:00:00,2025-05-01 01:00:00,0 days 08:00:00,sweep
-78,11295,11296,3307.13,3317.8655357142857,3317.8655357142857,3285.658928571429,-940.7217160714166,103.34993035714287,-0.003646828162614801,2025-05-05 12:00:00,2025-05-05 13:00:00,0 days 01:00:00,ob
-71,11482,11483,3180.21,3191.8625,3191.8625,3156.9049999999997,-917.8109295000104,90.4834295,-0.004064799022706138,2025-05-15 15:00:00,2025-05-15 16:00:00,0 days 01:00:00,ob
-68,11484,11484,3192.23,3204.230535714286,3204.230535714286,3168.318928571429,-903.0282918571547,86.99186328571429,-0.004160047309068768,2025-05-15 17:00:00,2025-05-15 17:00:00,0 days 00:00:00,sweep
47,11601,11614,3294.84,3329.0907142857145,3277.489642857143,3329.0907142857145,1547.5186227142894,62.26494871428572,0.009993179681822898,2025-05-22 19:00:00,2025-05-23 09:00:00,0 days 14:00:00,sweep
77,11639,11657,3331.85,3321.09125,3321.09125,3353.3675,-930.8790452499973,102.45529525,-0.0036284161201734946,2025-05-26 11:00:00,2025-05-27 08:00:00,0 days 21:00:00,ob
49,11659,11662,3305.31,3296.16,3288.8064285714286,3338.3171428571427,-513.0444060000044,64.694406,-0.0031677192154442365,2025-05-27 10:00:00,2025-05-27 13:00:00,0 days 03:00:00,ob
59,11828,11829,3362.77,3344.64,,3390.3074999999994,-1148.8174380000064,79.147438,-0.005790310369130246,2025-06-05 18:00:00,2025-06-05 19:00:00,0 days 01:00:00,ob
